time [s], T1 [K], T2 [K] 
88651.838, 199.967407, 270.207886 
88652.956, 199.968399, 270.206848 
88654.015, 199.967514, 270.205933 
88654.916, 199.972168, 270.207184 
88655.711, 199.97554, 270.205719 
88656.61, 199.974915, 270.204102 
88657.509, 199.974655, 270.206757 
88658.408, 199.976562, 270.210236 
88659.367, 199.978836, 270.20932 
88660.367, 199.976685, 270.20993 
88661.443, 199.981216, 270.211151 
88662.522, 199.978622, 270.207581 
88663.66, 199.980453, 270.207489 
88664.778, 199.981339, 270.210449 
88665.955, 199.982834, 270.208801 
88667.134, 199.985107, 270.213104 
88668.312, 199.984192, 270.213104 
88669.47, 199.987488, 270.212585 
88670.61, 199.989731, 270.211975 
88671.727, 199.989731, 270.21228 
88672.885, 199.990311, 270.214111 
88674.043, 199.995178, 270.214233 
88675.162, 199.992584, 270.215881 
88676.28, 199.992584, 270.215668 
88677.399, 199.99939, 270.213287 
88678.556, 200.000519, 270.213287 
88679.715, 199.999832, 270.214325 
88680.873, 200.003433, 270.214661 
88681.992, 200.003647, 270.21637 
88683.131, 200.005463, 270.215149 
88684.288, 200.006592, 270.213715 
88685.446, 200.006485, 270.214661 
88686.564, 200.008148, 270.218628 
88687.722, 200.007828, 270.218719 
88688.84, 200.012085, 270.222809 
88689.958, 200.010727, 270.219727 
88691.077, 200.014328, 270.217285 
88692.195, 200.010986, 270.217407 
88693.333, 200.018509, 270.221588 
88694.451, 200.0177, 270.218842 
88695.609, 200.021088, 270.220459 
88696.768, 200.020645, 270.219849 
88697.926, 200.021988, 270.22467 
88699.045, 200.024567, 270.223328 
88700.185, 200.026276, 270.220673 
88701.325, 200.025497, 270.227448 
88702.483, 200.027145, 270.22403 
88703.6, 200.025497, 270.222626 
88704.717, 200.029297, 270.223633 
88705.836, 200.033112, 270.223938 
88706.975, 200.031097, 270.224365 
88708.133, 200.031433, 270.2258 
88709.274, 200.03862, 270.224365 
88710.43, 200.034698, 270.2258 
88711.588, 200.035934, 270.223145 
88712.746, 200.036041, 270.226196 
88713.886, 200.039749, 270.228668 
88715.043, 200.039093, 270.225494 
88716.162, 200.043808, 270.224762 
88717.32, 200.043015, 270.226898 
88718.439, 200.045486, 270.225983 
88719.597, 200.046387, 270.228119 
88720.716, 200.047623, 270.226624 
88721.874, 200.047058, 270.22876 
88722.993, 200.050888, 270.229462 
88724.151, 200.053253, 270.229462 
88725.292, 200.053482, 270.228333 
88726.41, 200.054138, 270.230377 
88727.529, 200.052673, 270.228241 
88728.668, 200.055618, 270.230194 
88729.786, 200.058411, 270.228119 
88730.886, 200.055252, 270.228027 
88732.026, 200.059219, 270.230804 
88733.142, 200.062012, 270.230072 
88734.283, 200.066299, 270.232941 
88735.423, 200.06459, 270.235504 
88736.54, 200.066727, 270.230896 
88737.679, 200.06517, 270.231934 
88738.819, 200.068298, 270.23233 
88739.977, 200.066727, 270.23172 
88741.135, 200.071777, 270.235596 
88742.293, 200.068985, 270.233643 
88743.413, 200.074387, 270.234772 
88744.553, 200.075272, 270.234161 
88745.711, 200.074509, 270.234467 
88746.83, 200.074509, 270.232635 
88747.948, 200.079559, 270.24173 
88749.088, 200.079117, 270.238159 
88750.207, 200.080246, 270.23407 
88751.306, 200.082031, 270.241119 
88752.446, 200.082245, 270.234161 
88753.584, 200.085724, 270.236816 
88754.742, 200.086304, 270.236115 
88755.861, 200.086746, 270.238678 
88757.001, 200.090454, 270.236725 
88758.119, 200.091461, 270.240631 
88759.237, 200.089218, 270.239899 
88760.378, 200.094513, 270.236023 
88761.518, 200.094513, 270.240631 
88762.635, 200.095535, 270.239807 
88763.754, 200.096878, 270.23764 
88764.893, 200.09967, 270.238983 
88766.012, 200.102509, 270.243164 
88767.152, 200.098907, 270.241119 
88768.291, 200.099121, 270.242554 
88769.449, 200.105301, 270.242554 
88770.59, 200.106094, 270.240723 
88771.748, 200.106644, 270.243378 
88772.907, 200.107437, 270.242859 
88774.026, 200.110138, 270.242371 
88775.166, 200.108566, 270.243164 
88776.325, 200.109116, 270.242462 
88777.444, 200.112167, 270.245026 
88778.602, 200.117798, 270.248291 
88779.761, 200.115875, 270.245544 
88780.881, 200.115082, 270.242462 
88782.0, 200.118347, 270.243378 
88783.14, 200.121033, 270.247467 
88784.28, 200.121719, 270.244202 
88785.437, 200.120041, 270.246033 
88786.578, 200.122849, 270.249817 
88787.695, 200.125641, 270.246429 
88788.836, 200.123749, 270.243988 
88789.993, 200.129013, 270.247772 
88791.113, 200.128586, 270.250427 
88792.232, 200.128906, 270.245209 
88793.372, 200.132172, 270.249603 
88794.49, 200.130142, 270.248901 
88795.63, 200.131622, 270.247345 
88796.749, 200.131744, 270.250946 
88797.888, 200.138245, 270.250031 
88799.006, 200.138138, 270.248169 
88800.125, 200.139587, 270.250519 
88801.265, 200.140717, 270.250641 
88802.384, 200.140167, 270.249725 
88803.523, 200.143082, 270.252869 
88804.64, 200.142746, 270.253387 
88805.78, 200.147247, 270.252167 
88806.92, 200.145111, 270.250427 
88808.037, 200.147247, 270.252869 
88809.155, 200.151535, 270.253601 
88810.296, 200.151398, 270.255035 
88811.435, 200.152298, 270.253815 
88812.575, 200.151062, 270.251556 
88813.713, 200.155457, 270.250519 
88814.853, 200.157349, 270.257507 
88816.011, 200.157593, 270.255737 
88817.13, 200.155792, 270.254639 
88818.269, 200.1577, 270.255463 
88819.408, 200.16333, 270.256165 
88820.527, 200.163559, 270.256378 
88821.646, 200.160614, 270.256683 
88822.785, 200.164566, 270.25708 
88823.943, 200.161957, 270.261078 
88825.063, 200.16275, 270.260681 
88826.181, 200.169952, 270.257507 
88827.321, 200.171295, 270.259644 
88828.439, 200.168823, 270.257599 
88829.559, 200.172089, 270.257294 
88830.7, 200.172531, 270.257996 
88831.817, 200.175461, 270.260254 
88832.936, 200.174561, 270.257507 
88834.075, 200.17627, 270.262817 
88835.215, 200.177246, 270.261688 
88836.334, 200.178619, 270.259552 
88837.475, 200.18187, 270.260559 
88838.612, 200.182983, 270.26178 
88839.77, 200.186371, 270.264862 
88840.929, 200.184006, 270.263214 
88842.088, 200.182663, 270.262604 
88843.228, 200.187271, 270.263031 
88844.386, 200.187378, 270.265778 
88845.505, 200.194031, 270.263214 
88846.645, 200.19548, 270.264679 
88847.802, 200.193802, 270.263519 
88848.922, 200.191879, 270.263855 
88850.063, 200.194931, 270.264771 
88851.181, 200.19693, 270.266815 
88852.299, 200.196381, 270.26535 
88853.399, 200.200775, 270.264679 
88854.539, 200.197723, 270.266907 
88855.677, 200.200012, 270.268951 
88856.817, 200.205032, 270.264343 
88857.936, 200.203583, 270.268524 
88859.074, 200.209091, 270.268951 
88860.233, 200.201431, 270.267944 
88861.375, 200.206161, 270.267426 
88862.491, 200.211212, 270.269989 
88863.632, 200.209976, 270.269867 
88864.751, 200.209976, 270.271393 
88865.909, 200.211456, 270.271118 
88867.029, 200.213928, 270.271515 
88868.147, 200.214249, 270.270477 
88869.249, 200.214478, 270.270691 
88870.365, 200.219879, 270.270294 
88871.484, 200.222458, 270.271515 
88872.584, 200.221909, 270.276001 
88873.683, 200.221115, 270.271912 
88874.785, 200.222794, 270.268738 
88875.921, 200.2229, 270.270996 
88877.06, 200.227188, 270.27478 
88878.179, 200.228424, 270.274963 
88879.298, 200.229767, 270.275513 
88880.437, 200.228745, 270.267944 
88881.578, 200.234604, 270.272827 
88882.715, 200.230347, 270.276306 
88883.874, 200.232376, 270.277313 
88885.033, 200.229874, 270.277985 
88886.174, 200.235504, 270.273132 
88887.291, 200.237976, 270.275604 
88888.41, 200.23967, 270.27713 
88889.55, 200.240005, 270.276917 
88890.69, 200.239212, 270.275513 
88891.829, 200.242935, 270.280304 
88892.948, 200.243057, 270.279266 
88894.067, 200.244171, 270.277222 
88895.168, 200.247086, 270.27887 
88896.266, 200.247986, 270.280731 
88897.345, 200.247421, 270.27713 
88898.485, 200.249908, 270.277222 
88899.602, 200.252502, 270.281311 
88900.722, 200.251007, 270.281006 
88901.862, 200.254959, 270.279999 
88903.001, 200.254272, 270.281952 
88904.101, 200.258347, 270.281219 
88905.241, 200.26059, 270.279083 
88906.359, 200.257324, 270.280182 
88907.498, 200.25766, 270.2854 
88908.598, 200.262604, 270.282654 
88909.737, 200.262482, 270.282349 
88910.856, 200.265533, 270.284576 
88911.975, 200.268799, 270.285126 
88913.116, 200.267792, 270.285309 
88914.255, 200.266876, 270.284576 
88915.374, 200.266876, 270.281433 
88916.516, 200.270798, 270.284576 
88917.632, 200.275085, 270.284912 
88918.773, 200.27327, 270.285126 
88919.912, 200.271484, 270.285217 
88921.031, 200.272171, 270.284393 
88922.151, 200.274979, 270.289795 
88923.289, 200.278488, 270.288391 
88924.43, 200.276657, 270.286346 
88925.568, 200.28363, 270.288177 
88926.726, 200.277222, 270.28775 
88927.884, 200.284088, 270.287476 
88929.004, 200.28511, 270.289612 
88930.143, 200.287109, 270.284485 
88931.283, 200.28801, 270.28479 
88932.401, 200.291168, 270.290833 
88933.54, 200.289246, 270.287964 
88934.699, 200.289246, 270.288788 
88935.857, 200.292847, 270.285828 
88936.977, 200.289688, 270.287964 
88938.116, 200.294189, 270.288696 
88939.235, 200.297897, 270.291351 
88940.355, 200.300949, 270.292053 
88941.496, 200.300156, 270.298309 
88942.612, 200.299271, 270.291656 
88943.752, 200.303635, 270.292267 
88944.892, 200.301849, 270.289917 
88946.011, 200.306686, 270.293518 
88947.149, 200.30455, 270.295319 
88948.308, 200.305222, 270.295959 
88949.466, 200.307693, 270.293701 
88950.626, 200.307693, 270.295441 
88951.746, 200.308243, 270.296051 
88952.865, 200.310608, 270.295563 
88954.004, 200.316025, 270.296967 
88955.162, 200.315216, 270.295654 
88956.282, 200.313553, 270.297089 
88957.4, 200.311508, 270.296783 
88958.54, 200.316818, 270.296143 
88959.699, 200.320953, 270.296783 
88960.858, 200.324005, 270.296539 
88962.017, 200.325348, 270.302094 
88963.159, 200.322296, 270.29953 
88964.276, 200.327271, 270.296875 
88965.395, 200.323425, 270.29953 
88966.514, 200.330872, 270.296051 
88967.617, 200.330185, 270.300049 
88968.754, 200.331192, 270.296783 
88969.895, 200.332321, 270.297913 
88971.013, 200.330399, 270.298584 
88972.153, 200.334793, 270.297699 
88973.271, 200.332657, 270.304443 
88974.391, 200.336609, 270.300964 
88975.51, 200.338715, 270.302307 
88976.65, 200.337479, 270.300262 
88977.79, 200.335693, 270.302094 
88978.949, 200.343216, 270.304443 
88980.069, 200.343338, 270.304749 
88981.209, 200.343002, 270.301178 
88982.328, 200.349762, 270.300964 
88983.447, 200.343216, 270.306305 
88984.566, 200.346603, 270.305481 
88985.666, 200.345917, 270.301086 
88986.806, 200.350189, 270.303925 
88987.944, 200.349289, 270.302399 
88989.062, 200.349976, 270.302704 
88990.202, 200.35437, 270.30423 
88991.32, 200.355927, 270.303558 
88992.46, 200.354126, 270.308014 
88993.599, 200.361099, 270.308624 
88994.74, 200.357269, 270.30719 
88995.878, 200.359192, 270.309662 
88997.036, 200.362823, 270.309967 
88998.155, 200.359314, 270.30719 
88999.295, 200.363235, 270.305176 
89000.435, 200.368744, 270.305573 
89001.593, 200.367081, 270.309326 
89002.712, 200.369186, 270.310059 
89003.852, 200.373474, 270.307526 
89004.971, 200.373138, 270.311615 
89006.091, 200.374374, 270.310486 
89007.23, 200.373245, 270.310486 
89008.388, 200.377762, 270.310577 
89009.507, 200.378983, 270.310577 
89010.626, 200.381241, 270.311798 
89011.746, 200.37674, 270.310699 
89012.866, 200.381241, 270.312744 
89014.005, 200.380997, 270.31366 
89015.122, 200.380341, 270.314453 
89016.242, 200.382004, 270.313019 
89017.342, 200.385712, 270.312103 
89018.481, 200.387085, 270.312927 
89019.62, 200.386292, 270.314789 
89020.778, 200.389664, 270.313538 
89021.938, 200.389999, 270.313232 
89023.058, 200.391129, 270.318848 
89024.198, 200.390106, 270.316589 
89025.338, 200.394394, 270.312836 
89026.456, 200.399551, 270.315186 
89027.596, 200.401688, 270.317413 
89028.755, 200.396423, 270.319275 
89029.914, 200.39505, 270.314789 
89031.056, 200.398666, 270.320892 
89032.195, 200.402023, 270.317413 
89033.353, 200.400238, 270.316406 
89034.512, 200.400894, 270.317963 
89035.632, 200.403946, 270.315582 
89036.79, 200.407318, 270.318237 
89037.949, 200.409348, 270.321136 
89039.109, 200.410583, 270.319183 
89040.227, 200.411469, 270.319183 
89041.346, 200.412476, 270.321808 
89042.466, 200.41655, 270.319489 
89043.606, 200.414398, 270.32132 
89044.745, 200.415192, 270.325409 
89045.884, 200.41655, 270.322845 
89047.004, 200.418106, 270.322449 
89048.121, 200.423294, 270.320587 
89049.221, 200.420929, 270.32019 
89050.34, 200.422287, 270.321716 
89051.46, 200.422714, 270.325409 
89052.599, 200.423294, 270.323273 
89053.718, 200.425293, 270.322845 
89054.837, 200.430481, 270.325287 
89055.956, 200.42926, 270.32193 
89057.096, 200.427887, 270.32428 
89058.214, 200.429474, 270.324799 
89059.355, 200.432159, 270.324799 
89060.513, 200.433502, 270.325714 
89061.632, 200.433502, 270.328369 
89062.752, 200.435211, 270.326752 
89063.871, 200.432388, 270.328064 
89064.991, 200.436996, 270.327972 
89066.109, 200.441055, 270.325287 
89067.229, 200.443863, 270.32489 
89068.348, 200.442184, 270.330109 
89069.488, 200.44342, 270.330109 
89070.628, 200.443192, 270.327759 
89071.746, 200.447449, 270.331635 
89072.865, 200.446106, 270.329102 
89073.986, 200.448914, 270.332367 
89075.125, 200.449265, 270.329803 
89076.244, 200.451736, 270.330322 
89077.383, 200.452637, 270.331207 
89078.483, 200.451157, 270.334595 
89079.621, 200.456345, 270.335632 
89080.761, 200.455765, 270.331726 
89081.919, 200.453979, 270.334106 
89083.038, 200.462631, 270.332672 
89084.158, 200.462082, 270.332153 
89085.297, 200.463425, 270.332458 
89086.415, 200.463974, 270.334015 
89087.555, 200.46489, 270.337189 
89088.674, 200.466446, 270.337463 
89089.813, 200.46669, 270.335937 
89090.932, 200.467682, 270.335541 
89092.032, 200.469498, 270.332062 
89093.149, 200.47287, 270.33728 
89094.29, 200.473663, 270.333771 
89095.429, 200.474792, 270.335724 
89096.546, 200.473419, 270.335236 
89097.686, 200.480499, 270.336456 
89098.845, 200.473892, 270.338898 
89100.004, 200.475342, 270.337463 
89101.163, 200.478607, 270.340454 
89102.281, 200.480972, 270.335937 
89103.401, 200.479385, 270.337769 
89104.52, 200.483414, 270.34198 
89105.66, 200.483109, 270.336243 
89106.798, 200.486603, 270.339111 
89107.939, 200.490524, 270.340118 
89109.077, 200.490967, 270.341766 
89110.216, 200.491974, 270.337189 
89111.333, 200.490967, 270.342499 
89112.453, 200.49086, 270.341248 
89113.572, 200.49379, 270.339417 
89114.672, 200.497391, 270.340851 
89115.771, 200.497162, 270.340454 
89116.871, 200.49794, 270.342804 
89118.009, 200.502655, 270.345459 
89119.149, 200.500076, 270.345856 
89120.307, 200.501099, 270.343384 
89121.466, 200.503235, 270.347595 
89122.586, 200.506943, 270.34433 
89123.705, 200.50705, 270.345978 
89124.824, 200.505264, 270.345245 
89125.964, 200.506363, 270.346802 
89127.083, 200.510101, 270.345764 
89128.183, 200.51152, 270.34668 
89129.322, 200.513916, 270.348419 
89130.44, 200.514709, 270.347107 
89131.581, 200.51413, 270.344116 
89132.7, 200.514236, 270.34903 
89133.819, 200.516388, 270.348328 
89134.959, 200.51886, 270.347687 
89136.098, 200.518188, 270.347107 
89137.256, 200.519653, 270.347809 
89138.375, 200.52121, 270.350464 
89139.494, 200.520996, 270.349548 
89140.633, 200.523575, 270.350983 
89141.79, 200.52652, 270.345764 
89142.91, 200.529312, 270.346558 
89144.029, 200.528412, 270.348846 
89145.148, 200.531235, 270.348419 
89146.268, 200.532364, 270.353546 
89147.385, 200.53302, 270.351288 
89148.504, 200.534607, 270.352417 
89149.644, 200.536285, 270.351593 
89150.786, 200.536499, 270.352509 
89151.902, 200.538757, 270.351379 
89153.042, 200.539886, 270.351593 
89154.183, 200.538315, 270.352325 
89155.301, 200.542572, 270.351288 
89156.419, 200.541443, 270.354553 
89157.538, 200.545181, 270.35025 
89158.657, 200.549652, 270.354248 
89159.798, 200.544052, 270.356598 
89160.916, 200.547546, 270.355988 
89162.036, 200.551239, 270.356781 
89163.155, 200.546967, 270.358948 
89164.295, 200.552155, 270.357208 
89165.414, 200.553284, 270.356598 
89166.533, 200.555634, 270.355286 
89167.674, 200.557755, 270.357544 
89168.832, 200.553604, 270.356903 
89169.972, 200.558884, 270.358337 
89171.113, 200.555969, 270.360474 
89172.23, 200.562836, 270.35672 
89173.372, 200.560913, 270.356903 
89174.51, 200.564392, 270.357635 
89175.628, 200.562943, 270.360687 
89176.748, 200.564499, 270.360596 
89177.888, 200.564941, 270.36261 
89179.029, 200.567657, 270.360687 
89180.146, 200.56868, 270.358643 
89181.247, 200.570786, 270.361115 
89182.365, 200.570786, 270.361725 
89183.484, 200.573044, 270.358337 
89184.624, 200.575867, 270.362091 
89185.743, 200.576202, 270.36438 
89186.862, 200.577209, 270.363556 
89187.982, 200.580017, 270.363556 
89189.101, 200.582626, 270.362854 
89190.241, 200.580917, 270.364258 
89191.381, 200.58374, 270.363983 
89192.499, 200.58429, 270.367035 
89193.619, 200.587448, 270.366119 
89194.759, 200.586334, 270.361206 
89195.898, 200.590469, 270.36499 
89196.956, 200.588577, 270.366943 
89197.958, 200.588684, 270.369293 
89199.055, 200.587448, 270.366425 
89200.315, 200.593857, 270.364563 
89201.555, 200.595444, 270.365784 
89202.714, 200.595764, 270.367035 
89203.853, 200.597336, 270.366333 
89205.012, 200.594543, 270.367828 
89206.134, 200.598907, 270.369995 
89207.291, 200.603287, 270.368256 
89208.41, 200.604645, 270.369385 
89209.551, 200.605545, 270.36908 
89210.67, 200.606125, 270.368164 
89211.81, 200.607681, 270.367828 
89212.928, 200.605331, 270.374298 
89214.088, 200.612183, 270.370514 
89215.207, 200.610947, 270.367554 
89216.347, 200.611496, 270.372467 
89217.487, 200.613968, 270.372864 
89218.626, 200.613312, 270.372864 
89219.785, 200.615204, 270.373383 
89220.905, 200.613647, 270.371826 
89222.045, 200.617462, 270.370911 
89223.164, 200.619705, 270.371948 
89224.283, 200.61792, 270.378693 
89225.402, 200.620499, 270.376556 
89226.541, 200.621307, 270.375214 
89227.66, 200.6241, 270.374603 
89228.779, 200.625549, 270.374695 
89229.918, 200.625336, 270.376038 
89231.037, 200.626678, 270.374512 
89232.177, 200.627914, 270.377869 
89233.295, 200.628494, 270.377441 
89234.413, 200.628021, 270.376862 
89235.532, 200.638596, 270.374603 
89236.652, 200.633438, 270.376221 
89237.771, 200.631409, 270.374878 
89238.91, 200.636337, 270.375641 
89240.029, 200.636597, 270.378387 
89241.168, 200.639618, 270.376953 
89242.307, 200.63826, 270.380341 
89243.426, 200.645676, 270.37973 
89244.543, 200.644684, 270.37735 
89245.683, 200.641861, 270.380859 
89246.841, 200.647156, 270.380035 
89247.981, 200.64502, 270.380341 
89249.099, 200.65007, 270.38208 
89250.238, 200.646042, 270.381439 
89251.395, 200.654572, 270.381042 
89252.536, 200.649963, 270.38208 
89253.692, 200.653336, 270.381561 
89254.812, 200.655472, 270.38269 
89255.953, 200.657974, 270.378571 
89257.109, 200.657974, 270.378693 
89258.227, 200.65683, 270.382782 
89259.346, 200.659409, 270.389435 
89260.486, 200.665253, 270.38504 
89261.604, 200.661545, 270.384521 
89262.744, 200.662445, 270.384521 
89263.883, 200.663467, 270.385254 
89265.001, 200.666382, 270.386475 
89266.12, 200.667831, 270.38678 
89267.259, 200.668625, 270.386658 
89268.378, 200.666122, 270.383911 
89269.519, 200.670761, 270.386047 
89270.636, 200.67099, 270.383911 
89271.776, 200.672028, 270.388824 
89272.915, 200.672333, 270.390564 
89274.033, 200.67717, 270.391998 
89275.152, 200.672806, 270.38974 
89276.271, 200.679199, 270.388184 
89277.414, 200.680542, 270.392822 
89278.53, 200.67865, 270.387299 
89279.649, 200.682129, 270.387909 
89280.768, 200.684021, 270.389435 
89281.907, 200.68718, 270.390228 
89283.047, 200.689331, 270.393219 
89284.166, 200.689209, 270.387787 
89285.305, 200.689545, 270.391357 
89286.424, 200.6866, 270.391693 
89287.563, 200.690338, 270.389648 
89288.703, 200.691681, 270.393951 
89289.842, 200.694702, 270.3927 
89291.0, 200.694931, 270.391052 
89292.159, 200.696518, 270.393951 
89293.318, 200.697418, 270.39682 
89294.458, 200.702469, 270.393402 
89295.577, 200.698883, 270.392609 
89296.696, 200.700333, 270.390137 
89297.814, 200.698196, 270.393951 
89298.954, 200.703278, 270.394867 
89300.074, 200.704498, 270.397919 
89301.191, 200.707748, 270.393524 
89302.332, 200.709122, 270.398224 
89303.488, 200.709549, 270.394226 
89304.607, 200.706619, 270.396271 
89305.725, 200.709671, 270.392914 
89306.865, 200.714066, 270.396484 
89307.982, 200.716095, 270.397095 
89309.101, 200.716965, 270.398132 
89310.22, 200.718445, 270.397827 
89311.359, 200.71788, 270.401215 
89312.477, 200.720123, 270.398621 
89313.616, 200.725174, 270.398224 
89314.754, 200.721695, 270.402313 
89315.893, 200.723938, 270.398834 
89317.032, 200.72496, 270.399841 
89318.189, 200.729782, 270.401093 
89319.329, 200.727097, 270.401306 
89320.468, 200.729019, 270.40213 
89321.625, 200.727203, 270.399353 
89322.743, 200.729233, 270.403351 
89323.901, 200.73262, 270.402832 
89325.021, 200.732498, 270.400574 
89326.14, 200.736099, 270.40213 
89327.278, 200.737549, 270.403259 
89328.397, 200.736328, 270.401093 
89329.535, 200.740143, 270.401611 
89330.654, 200.741379, 270.401794 
89331.773, 200.738678, 270.407837 
89332.912, 200.741257, 270.401794 
89334.03, 200.743835, 270.406006 
89335.169, 200.747116, 270.404144 
89336.308, 200.740143, 270.407837 
89337.466, 200.747223, 270.406097 
89338.584, 200.749146, 270.407227 
89339.723, 200.750046, 270.408661 
89340.881, 200.752274, 270.407227 
89342.039, 200.749146, 270.408783 
89343.159, 200.753967, 270.409058 
89344.316, 200.753754, 270.406433 
89345.455, 200.754761, 270.408234 
89346.596, 200.756546, 270.406525 
89347.711, 200.757568, 270.407837 
89348.85, 200.759933, 270.406189 
89350.007, 200.761856, 270.408478 
89351.166, 200.764877, 270.41153 
89352.324, 200.764877, 270.407837 
89353.482, 200.766907, 270.414917 
89354.621, 200.765991, 270.4104 
89355.74, 200.770721, 270.410828 
89356.858, 200.772308, 270.410919 
89357.997, 200.769485, 270.413361 
89359.153, 200.768936, 270.409271 
89360.311, 200.7742, 270.413757 
89361.471, 200.775772, 270.413666 
89362.588, 200.778931, 270.409363 
89363.705, 200.773758, 270.413239 
89364.824, 200.779724, 270.411926 
89365.962, 200.777908, 270.415405 
89367.099, 200.78186, 270.413239 
89368.218, 200.781967, 270.414093 
89369.335, 200.783203, 270.416443 
89370.475, 200.784988, 270.417267 
89371.612, 200.789597, 270.414001 
89372.75, 200.790405, 270.411743 
89373.907, 200.789963, 270.414673 
89375.025, 200.789597, 270.4151 
89376.143, 200.794327, 270.416229 
89377.282, 200.791748, 270.416321 
89378.4, 200.791641, 270.420441 
89379.517, 200.796356, 270.417847 
89380.657, 200.796021, 270.41861 
89381.773, 200.798172, 270.420532 
89382.911, 200.798935, 270.419617 
89384.029, 200.800964, 270.421143 
89385.167, 200.800278, 270.420624 
89386.286, 200.80278, 270.426788 
89387.403, 200.804367, 270.420715 
89388.542, 200.804779, 270.417969 
89389.659, 200.806259, 270.421265 
89390.778, 200.804565, 270.422577 
89391.916, 200.80986, 270.419067 
89393.055, 200.810196, 270.421265 
89394.172, 200.816589, 270.420319 
89395.31, 200.811752, 270.423615 
89396.45, 200.812775, 270.420441 
89397.566, 200.813217, 270.424622 
89398.705, 200.817383, 270.423889 
89399.823, 200.819855, 270.418671 
89400.961, 200.82074, 270.428589 
89402.079, 200.823776, 270.425415 
89403.217, 200.821991, 270.425751 
89404.336, 200.822327, 270.423706 
89405.453, 200.825806, 270.426025 
89406.593, 200.821991, 270.424927 
89407.709, 200.825592, 270.422974 
89408.866, 200.827271, 270.423889 
89409.985, 200.827408, 270.429016 
89411.103, 200.833801, 270.425537 
89412.221, 200.833466, 270.427063 
89413.359, 200.832901, 270.424835 
89414.498, 200.832672, 270.428009 
89415.615, 200.83696, 270.429932 
89416.754, 200.840683, 270.43045 
89417.87, 200.838959, 270.429718 
89419.01, 200.840546, 270.429932 
89420.147, 200.83783, 270.430542 
89421.286, 200.841568, 270.431854 
89422.403, 200.841217, 270.427795 
89423.52, 200.844147, 270.431671 
89424.639, 200.847061, 270.43045 
89425.756, 200.845383, 270.429413 
89426.875, 200.84494, 270.434235 
89428.014, 200.851456, 270.433807 
89429.17, 200.855377, 270.434143 
89430.287, 200.854828, 270.433228 
89431.426, 200.855042, 270.432495 
89432.543, 200.854141, 270.430969 
89433.682, 200.856277, 270.437805 
89434.8, 200.853256, 270.436188 
89435.918, 200.854614, 270.434937 
89437.035, 200.859436, 270.435974 
89438.154, 200.862015, 270.436279 
89439.292, 200.860596, 270.434235 
89440.43, 200.861908, 270.434753 
89441.548, 200.864044, 270.439331 
89442.686, 200.869568, 270.435974 
89443.803, 200.866852, 270.437897 
89444.943, 200.866638, 270.438934 
89446.082, 200.869095, 270.438324 
89447.236, 200.867752, 270.436188 
89448.354, 200.87146, 270.438721 
89449.492, 200.875854, 270.439453 
89450.609, 200.876404, 270.437622 
89451.726, 200.874832, 270.441895 
89452.844, 200.875961, 270.440369 
89453.982, 200.875168, 270.4375 
89455.12, 200.880569, 270.43924 
89456.236, 200.881927, 270.441284 
89457.353, 200.882248, 270.437622 
89458.471, 200.882385, 270.44342 
89459.608, 200.885513, 270.442017 
89460.746, 200.884399, 270.440887 
89461.864, 200.887985, 270.442108 
89462.98, 200.891144, 270.442505 
89464.098, 200.891144, 270.441193 
89465.237, 200.890457, 270.443115 
89466.353, 200.894196, 270.443939 
89467.472, 200.895981, 270.44693 
89468.609, 200.895981, 270.446106 
89469.746, 200.89296, 270.44455 
89470.863, 200.900482, 270.44751 
89472.001, 200.90506, 270.446289 
89473.158, 200.901276, 270.446686 
89474.316, 200.901825, 270.444366 
89475.453, 200.904404, 270.444977 
89476.57, 200.906113, 270.447815 
89477.687, 200.905533, 270.443542 
89478.806, 200.905991, 270.44693 
89479.944, 200.906769, 270.448334 
89481.08, 200.90654, 270.447235 
89482.197, 200.913086, 270.445801 
89483.313, 200.911591, 270.448151 
89484.452, 200.912399, 270.446838 
89485.568, 200.919373, 270.450104 
89486.685, 200.917114, 270.449768 
89487.825, 200.920929, 270.450989 
89488.961, 200.918015, 270.450195 
89490.099, 200.920273, 270.448334 
89491.256, 200.922958, 270.44986 
89492.373, 200.920593, 270.451904 
89493.49, 200.922852, 270.44693 
89494.628, 200.926453, 270.453461 
89495.784, 200.925644, 270.453278 
89496.942, 200.927689, 270.450684 
89498.059, 200.928589, 270.450592 
89499.197, 200.929611, 270.450897 
89500.313, 200.926331, 270.455292 
89501.45, 200.930161, 270.45697 
89502.587, 200.931274, 270.451721 
89503.703, 200.933746, 270.456299 
89504.86, 200.934433, 270.453033 
89506.017, 200.93959, 270.454498 
89507.174, 200.940277, 270.454285 
89508.351, 200.93927, 270.453979 
89509.469, 200.93927, 270.455811 
89510.586, 200.940063, 270.455811 
89511.704, 200.946564, 270.459808 
89512.842, 200.946457, 270.455811 
89513.959, 200.946457, 270.454285 
89515.098, 200.954117, 270.458588 
89516.255, 200.949615, 270.457123 
89517.432, 200.948929, 270.456024 
89518.55, 200.956375, 270.458679 
89519.667, 200.951065, 270.457855 
89520.785, 200.954666, 270.463074 
89521.923, 200.954773, 270.458893 
89523.04, 200.95546, 270.458466 
89524.158, 200.955902, 270.461121 
89525.274, 200.955795, 270.462555 
89526.392, 200.960739, 270.460419 
89527.53, 200.958984, 270.462372 
