time [s], T1 [K], T2 [K] 
105.456, 3.211309, 32.770489 
106.256, 3.21454, 32.782177 
107.056, 3.239345, 32.778389 
107.856, 3.279867, 32.778259 
108.636, 3.377454, 32.771152 
109.437, 3.410997, 32.766968 
110.216, 3.371862, 32.761787 
111.017, 3.327706, 32.762718 
111.816, 3.241434, 32.765442 
112.618, 3.208, 32.770954 
113.418, 3.220519, 32.77713 
114.197, 3.249144, 32.780979 
114.997, 3.286974, 32.774937 
115.798, 3.385619, 32.771286 
116.599, 3.402556, 32.766502 
117.399, 3.353491, 32.763981 
118.198, 3.276296, 32.764111 
118.998, 3.213946, 32.770885 
119.799, 3.211535, 32.774139 
120.598, 3.234723, 32.776463 
121.397, 3.273598, 32.774803 
122.177, 3.364112, 32.773743 
122.978, 3.411565, 32.767235 
123.779, 3.377886, 32.758137 
124.579, 3.317818, 32.756474 
125.378, 3.234056, 32.75309 
126.178, 3.208538, 32.769691 
126.979, 3.22364, 32.771549 
127.758, 3.25365, 32.774937 
128.558, 3.294375, 32.771286 
129.357, 3.395205, 32.77195 
130.157, 3.399609, 32.759598 
130.956, 3.350747, 32.755943 
131.717, 3.271136, 32.757805 
132.495, 3.230756, 32.76099 
133.261, 3.209252, 32.765705 
134.06, 3.212676, 32.773209 
134.855, 3.234507, 32.776463 
135.636, 3.268374, 32.772812 
136.415, 3.329694, 32.772282 
137.217, 3.402125, 32.768032 
138.015, 3.392699, 32.760525 
138.795, 3.34229, 32.758137 
139.594, 3.279624, 32.76099 
140.374, 3.214747, 32.770618 
141.256, 3.209017, 32.772545 
142.115, 3.257226, 32.770489 
142.915, 3.396757, 32.77454 
143.713, 3.39565, 32.768826 
144.491, 3.34596, 32.76152 
145.272, 3.287821, 32.761921 
146.052, 3.227769, 32.764111 
146.852, 3.20684, 32.77195 
147.653, 3.218264, 32.776066 
148.473, 3.247998, 32.781776 
149.312, 3.325965, 32.775932 
150.131, 3.405367, 32.770088 
150.949, 3.346829, 32.765705 
151.752, 3.249968, 32.765041 
152.551, 3.207839, 32.780251 
153.37, 3.217643, 32.780647 
154.17, 3.252343, 32.790741 
154.969, 3.315146, 32.78244 
155.749, 3.405582, 32.772945 
156.529, 3.397445, 32.769691 
157.329, 3.360796, 32.764244 
158.127, 3.289022, 32.765442 
158.929, 3.219056, 32.777992 
159.726, 3.208943, 32.777527 
160.527, 3.227492, 32.78503 
161.326, 3.263482, 32.781776 
162.128, 3.343027, 32.780514 
162.925, 3.409783, 32.772945 
163.726, 3.373887, 32.767365 
164.528, 3.312605, 32.770222 
165.326, 3.228606, 32.769955 
166.104, 3.206757, 32.780647 
166.884, 3.216303, 32.787952 
167.684, 3.23557, 32.796322 
168.484, 3.277511, 32.793465 
170.544, 3.277736, 32.794128 
172.022, 3.272167, 32.798512 
172.825, 3.340445, 32.789082 
173.628, 3.41006, 32.784233 
174.447, 3.37139, 32.77985 
175.248, 3.290076, 32.780647 
176.068, 3.217633, 32.789413 
176.884, 3.212045, 32.790741 
177.684, 3.240919, 32.799046 
178.484, 3.288843, 32.797249 
179.284, 3.389172, 32.78928 
180.085, 3.398439, 32.782043 
180.884, 3.348637, 32.780846 
181.686, 3.270436, 32.780514 
182.485, 3.210177, 32.782707 
183.285, 3.211033, 32.796852 
184.085, 3.234742, 32.800705 
184.883, 3.274993, 32.794262 
185.685, 3.368979, 32.788551 
186.484, 3.405908, 32.777992 
187.285, 3.362263, 32.772812 
188.085, 3.291844, 32.775269 
188.887, 3.21866, 32.783836 
189.685, 3.209044, 32.788818 
190.485, 3.228606, 32.795788 
191.284, 3.264513, 32.800838 
192.084, 3.34507, 32.793995 
192.887, 3.409942, 32.787357 
193.685, 3.371633, 32.783703 
194.485, 3.31139, 32.782043 
195.285, 3.228905, 32.78656 
196.083, 3.206895, 32.797649 
196.883, 3.221546, 32.80595 
197.663, 3.253521, 32.802696 
198.465, 3.297146, 32.803558 
199.265, 3.396977, 32.793598 
200.064, 3.39368, 32.790478 
200.863, 3.342843, 32.787888 
201.663, 3.261852, 32.787754 
202.464, 3.209035, 32.796585 
203.262, 3.212787, 32.802963 
204.061, 3.235713, 32.812527 
204.861, 3.277538, 32.806946 
205.662, 3.373833, 32.799709 
206.462, 3.403115, 32.797649 
207.241, 3.357279, 32.785961 
208.04, 3.306248, 32.789814 
208.84, 3.226645, 32.793331 
209.64, 3.206361, 32.799175 
210.44, 3.222706, 32.804489 
211.238, 3.253682, 32.806282 
212.041, 3.321476, 32.800838 
212.839, 3.407575, 32.794994 
213.618, 3.382123, 32.789814 
214.417, 3.34215, 32.785099 
215.219, 3.26159, 32.786823 
216.016, 3.20817, 32.798378 
216.816, 3.212856, 32.801502 
217.616, 3.236394, 32.804623 
218.414, 3.279067, 32.803959 
219.214, 3.375902, 32.800373 
219.994, 3.40326, 32.792404 
220.795, 3.36816, 32.790611 
221.593, 3.30448, 32.784634 
222.392, 3.226089, 32.790344 
223.194, 3.205579, 32.797249 
223.992, 3.222876, 32.802097 
224.791, 3.253503, 32.804489 
225.57, 3.32085, 32.800507 
226.371, 3.395592, 32.797848 
227.171, 3.390756, 32.790874 
227.969, 3.33996, 32.785431 
228.75, 3.259703, 32.791008 
229.528, 3.212469, 32.793201 
230.33, 3.205744, 32.799046 
231.128, 3.222696, 32.801102 
231.929, 3.253691, 32.80283 
232.707, 3.326626, 32.799175 
233.508, 3.39915, 32.791672 
234.306, 3.388839, 32.790344 
235.104, 3.337463, 32.784767 
235.906, 3.258225, 32.791142 
236.703, 3.207006, 32.795124 
237.504, 3.211636, 32.801502 
238.302, 3.236592, 32.805153 
239.102, 3.279596, 32.799839 
239.881, 3.37821, 32.792801 
240.68, 3.407294, 32.794792 
241.479, 3.367944, 32.793068 
242.279, 3.30399, 32.789082 
243.08, 3.223806, 32.791805 
243.878, 3.205105, 32.800838 
244.678, 3.221527, 32.806416 
245.477, 3.253019, 32.800106 
246.255, 3.322083, 32.802429 
247.035, 3.39493, 32.789944 
247.835, 3.400277, 32.788948 
248.614, 3.352663, 32.788284 
249.393, 3.300859, 32.78138 
250.157, 3.236063, 32.787487 
250.953, 3.209114, 32.794662 
251.754, 3.207765, 32.796055 
252.531, 3.23053, 32.808273 
253.331, 3.256159, 32.802963 
254.131, 3.333509, 32.804489 
254.93, 3.406801, 32.795525 
255.731, 3.37516, 32.786427 
256.53, 3.31619, 32.784233 
257.331, 3.233508, 32.790344 
258.13, 3.203682, 32.799377 
258.93, 3.21686, 32.801369 
259.73, 3.245609, 32.807476 
260.528, 3.305088, 32.803959 
261.328, 3.399177, 32.797516 
262.128, 3.386851, 32.785961 
262.907, 3.334773, 32.782841 
263.706, 3.272844, 32.789413 
264.505, 3.210232, 32.794662 
265.306, 3.207558, 32.800507 
266.107, 3.229697, 32.80542 
266.905, 3.269074, 32.802963 
267.705, 3.358466, 32.799442 
268.505, 3.404016, 32.785694 
269.304, 3.361885, 32.78397 
270.102, 3.295761, 32.78397 
270.902, 3.219944, 32.784634 
271.701, 3.20406, 32.791672 
272.5, 3.221886, 32.796852 
273.279, 3.253484, 32.801899 
274.078, 3.301597, 32.799442 
274.878, 3.398034, 32.792534 
275.659, 3.387292, 32.780514 
276.456, 3.348223, 32.775932 
277.236, 3.273447, 32.781246 
278.037, 3.218848, 32.781643 
278.834, 3.204465, 32.794395 
279.615, 3.22132, 32.796852 
280.413, 3.245779, 32.791939 
281.191, 3.304102, 32.792271 
281.991, 3.383117, 32.791275 
282.791, 3.396707, 32.788685 
283.59, 3.347733, 32.786095 
284.39, 3.273364, 32.783836 
285.169, 3.210016, 32.789413 
285.969, 3.204294, 32.794529 
286.75, 3.221679, 32.803959 
287.549, 3.245715, 32.796055 
288.348, 3.306523, 32.793995 
289.149, 3.399546, 32.787224 
289.948, 3.383711, 32.78397 
290.746, 3.331723, 32.780384 
291.547, 3.249664, 32.78397 
292.346, 3.20354, 32.791405 
293.126, 3.220998, 32.797649 
293.904, 3.247307, 32.805286 
294.684, 3.262004, 32.80761 
295.483, 3.277028, 32.831516 
296.284, 3.303126, 32.86512 
297.082, 3.299802, 32.922966 
297.882, 3.296589, 32.99369 
298.682, 3.292148, 33.080269 
299.482, 3.302425, 33.166801 
300.283, 3.32928, 33.255924 
301.08, 3.353279, 33.333332 
301.861, 3.377085, 33.408157 
302.659, 3.405384, 33.477192 
303.458, 3.424906, 33.54187 
304.236, 3.443584, 33.602398 
305.015, 3.460546, 33.661697 
305.814, 3.47669, 33.722221 
306.615, 3.492698, 33.783291 
307.415, 3.50809, 33.836395 
308.214, 3.522023, 33.890182 
309.011, 3.536371, 33.939816 
309.811, 3.55052, 33.994484 
310.589, 3.564182, 34.046947 
311.389, 3.577156, 34.103073 
312.189, 3.589902, 34.151066 
312.988, 3.602498, 34.205036 
313.786, 3.615295, 34.254349 
314.587, 3.626946, 34.304077 
315.386, 3.638939, 34.354153 
316.184, 3.650886, 34.407429 
316.964, 3.662816, 34.450203 
317.726, 3.673498, 34.49979 
318.502, 3.684147, 34.544235 
319.282, 3.695379, 34.591457 
320.78, 3.715227, 34.690777 
321.582, 3.725901, 34.728542 
322.421, 3.736509, 34.781193 
323.26, 3.747151, 34.829113 
324.098, 3.758211, 34.880928 
324.898, 3.768836, 34.91925 
325.697, 3.778908, 34.964806 
326.516, 3.788835, 35.015522 
327.315, 3.798887, 35.057476 
328.113, 3.808243, 35.103756 
328.913, 3.817959, 35.147343 
329.692, 3.82739, 35.189442 
330.492, 3.836598, 35.232246 
331.293, 3.845842, 35.277958 
332.109, 3.854939, 35.325443 
332.889, 3.864322, 35.371296 
333.688, 3.872724, 35.408577 
334.487, 3.881406, 35.452728 
335.286, 3.889763, 35.494541 
336.065, 3.898385, 35.539051 
336.863, 3.9062, 35.57888 
337.641, 3.914178, 35.622536 
338.441, 3.922271, 35.669598 
339.241, 3.930049, 35.701771 
340.041, 3.93776, 35.743656 
340.839, 3.945427, 35.789581 
341.617, 3.953134, 35.829201 
342.418, 3.960302, 35.871437 
343.217, 3.967495, 35.907299 
344.017, 3.974519, 35.94968 
344.816, 3.982087, 35.990501 
345.615, 3.989231, 36.032181 
346.393, 3.996416, 36.072926 
347.194, 4.003304, 36.110073 
347.993, 4.010457, 36.151176 
348.793, 4.017493, 36.190842 
349.59, 4.02463, 36.22979 
350.37, 4.03145, 36.278599 
351.17, 4.037996, 36.311279 
351.97, 4.044244, 36.34922 
352.749, 4.050728, 36.389748 
353.55, 4.057085, 36.419624 
354.347, 4.063944, 36.46685 
355.147, 4.07064, 36.502052 
355.945, 4.077279, 36.539341 
356.726, 4.084134, 36.578289 
357.524, 4.090568, 36.616802 
358.285, 4.096457, 36.653374 
359.065, 4.102423, 36.687279 
359.824, 4.107724, 36.727379 
360.602, 4.11347, 36.760998 
361.404, 4.119444, 36.800949 
362.222, 4.12677, 36.839825 
363.021, 4.133224, 36.875961 
363.839, 4.138707, 36.915989 
364.659, 4.145044, 36.960621 
365.478, 4.151273, 36.991577 
366.298, 4.157653, 37.0313 
367.098, 4.163913, 37.068504 
367.915, 4.169871, 37.106659 
368.735, 4.175876, 37.144451 
369.536, 4.182136, 37.179104 
370.337, 4.187928, 37.219303 
371.155, 4.193257, 37.254543 
371.953, 4.198883, 37.286057 
372.771, 4.204731, 37.328079 
373.571, 4.210574, 37.365582 
374.372, 4.216043, 37.400673 
375.19, 4.221882, 37.434597 
376.007, 4.227776, 37.473263 
376.809, 4.233696, 37.50631 
377.608, 4.239505, 37.544685 
378.408, 4.245056, 37.580578 
379.206, 4.250374, 37.615086 
380.009, 4.255084, 37.645874 
380.825, 4.260015, 37.68578 
381.627, 4.264857, 37.722187 
382.423, 4.270433, 37.757496 
383.223, 4.27563, 37.791275 
384.001, 4.281941, 37.825638 
384.781, 4.28733, 37.861603 
385.562, 4.293468, 37.892097 
386.361, 4.298675, 37.924053 
387.161, 4.304473, 37.960968 
387.96, 4.310474, 37.996716 
388.76, 4.31542, 38.033764 
389.559, 4.320476, 38.064724 
390.358, 4.324994, 38.100037 
391.137, 4.329983, 38.127388 
391.938, 4.334708, 38.164909 
392.737, 4.340088, 38.202435 
393.535, 4.344473, 38.235531 
394.335, 4.3494, 38.266716 
395.135, 4.354021, 38.306892 
395.935, 4.359612, 38.33815 
396.732, 4.364392, 38.366531 
397.47, 4.36984, 38.406265 
398.21, 4.374685, 38.434944 
398.974, 4.379317, 38.465759 
399.754, 4.384414, 38.493034 
400.55, 4.389482, 38.520237 
401.35, 4.394202, 38.556507 
402.151, 4.399332, 38.595135 
402.97, 4.405022, 38.62138 
403.789, 4.410036, 38.662292 
404.608, 4.414989, 38.695541 
405.407, 4.420064, 38.727978 
406.226, 4.424487, 38.759674 
407.025, 4.428625, 38.788204 
407.824, 4.433681, 38.826759 
408.625, 4.43882, 38.853153 
409.423, 4.443835, 38.885883 
410.224, 4.449533, 38.918686 
411.023, 4.455139, 38.95245 
411.82, 4.460235, 38.983707 
412.62, 4.464768, 39.015392 
413.419, 4.469024, 39.046181 
414.219, 4.473461, 39.079124 
415.018, 4.47846, 39.109692 
415.82, 4.483197, 39.142933 
416.617, 4.48799, 39.172825 
417.418, 4.493036, 39.204731 
418.217, 4.497705, 39.23827 
419.018, 4.502826, 39.262138 
419.818, 4.507448, 39.30267 
420.635, 4.512616, 39.334499 
421.435, 4.517644, 39.36298 
422.234, 4.522673, 39.392208 
423.037, 4.527135, 39.424629 
423.854, 4.53196, 39.460476 
424.652, 4.536935, 39.487545 
425.451, 4.542124, 39.519371 
426.25, 4.546985, 39.55135 
427.051, 4.551875, 39.576038 
427.853, 4.556351, 39.615677 
428.672, 4.56129, 39.642521 
429.508, 4.566436, 39.66959 
430.312, 4.571019, 39.709602 
431.131, 4.576073, 39.742023 
431.929, 4.580795, 39.762474 
432.728, 4.585602, 39.797203 
433.527, 4.59031, 39.831783 
434.329, 4.594619, 39.855656 
435.128, 4.599049, 39.889641 
435.927, 4.602876, 39.922363 
436.727, 4.60735, 39.952702 
437.527, 4.611889, 39.975979 
438.325, 4.616623, 40.003296 
439.123, 4.621614, 40.033192 
439.903, 4.625973, 40.067436 
440.727, 4.63079, 40.101978 
441.543, 4.635395, 40.126778 
442.344, 4.640243, 40.161324 
443.143, 4.644752, 40.18792 
443.941, 4.649149, 40.217369 
444.741, 4.654268, 40.248989 
445.541, 4.65966, 40.273491 
446.34, 4.66465, 40.305111 
447.14, 4.669391, 40.332458 
447.941, 4.6734, 40.363403 
448.759, 4.677239, 40.395699 
449.558, 4.680126, 40.426495 
450.358, 4.683955, 40.454144 
451.157, 4.688128, 40.477295 
451.958, 4.692792, 40.509518 
452.758, 4.697106, 40.538662 
453.576, 4.701521, 40.56736 
454.377, 4.705777, 40.597782 
455.176, 4.709446, 40.625881 
455.977, 4.714059, 40.656677 
456.778, 4.717999, 40.680202 
457.578, 4.722463, 40.711597 
458.377, 4.726871, 40.74202 
459.175, 4.73122, 40.770718 
459.977, 4.735714, 40.797993 
460.797, 4.740569, 40.830585 
461.596, 4.744159, 40.859058 
462.399, 4.747864, 40.884533 
463.233, 4.751364, 40.913757 
464.035, 4.75591, 40.945004 
464.855, 4.759837, 40.9725 
465.654, 4.764598, 40.998726 
466.453, 4.76921, 41.023979 
467.255, 4.774124, 41.066086 
468.074, 4.778844, 41.082798 
468.891, 4.78371, 41.119511 
469.67, 4.788509, 41.142067 
470.47, 4.792581, 41.16769 
471.271, 4.796954, 41.198563 
472.09, 4.800886, 41.224937 
472.888, 4.805174, 41.258057 
473.688, 4.80936, 41.283081 
474.508, 4.813879, 41.31575 
475.324, 4.817872, 41.338829 
476.123, 4.822439, 41.370373 
476.923, 4.826632, 41.394051 
477.724, 4.831059, 41.419376 
478.521, 4.835532, 41.450321 
479.321, 4.840351, 41.47887 
480.119, 4.844537, 41.504646 
480.898, 4.849349, 41.532295 
481.678, 4.85376, 41.555298 
482.477, 4.857936, 41.587666 
483.276, 4.861802, 41.605499 
484.095, 4.866063, 41.638618 
484.915, 4.870954, 41.667015 
485.712, 4.875293, 41.692791 
486.513, 4.879819, 41.724262 
487.314, 4.884012, 41.756107 
488.132, 4.887957, 41.769669 
488.93, 4.891928, 41.800388 
489.732, 4.895334, 41.831711 
490.548, 4.898862, 41.858536 
491.331, 4.90249, 41.886032 
492.129, 4.905937, 41.916977 
492.929, 4.909578, 41.944927 
493.729, 4.913672, 41.967781 
494.528, 4.917544, 41.99498 
495.326, 4.921607, 42.019085 
496.126, 4.926178, 42.049442 
496.927, 4.930439, 42.082054 
497.726, 4.934724, 42.102642 
498.543, 4.939697, 42.128189 
499.347, 4.943917, 42.155163 
500.144, 4.948369, 42.17688 
500.945, 4.953014, 42.205959 
501.743, 4.957336, 42.233608 
502.543, 4.961008, 42.258858 
503.341, 4.964687, 42.288086 
504.14, 4.968702, 42.312283 
504.941, 4.972844, 42.342113 
505.74, 4.976771, 42.364429 
506.538, 4.980978, 42.392605 
507.338, 4.985358, 42.418156 
508.139, 4.98937, 42.442425 
508.938, 4.993644, 42.469398 
509.737, 4.997565, 42.493069 
510.535, 5.001617, 42.520645 
511.336, 5.005579, 42.549274 
512.133, 5.009009, 42.570164 
512.952, 5.012879, 42.600368 
513.753, 5.017032, 42.618927 
514.55, 5.021128, 42.654995 
515.35, 5.025433, 42.676785 
516.148, 5.029683, 42.703011 
516.947, 5.03393, 42.729008 
517.747, 5.037031, 42.755459 
518.563, 5.040592, 42.780704 
519.364, 5.044254, 42.806252 
520.163, 5.048683, 42.830898 
520.962, 5.052587, 42.86396 
521.76, 5.056581, 42.884998 
522.56, 5.060674, 42.908291 
523.358, 5.064454, 42.937672 
524.158, 5.067491, 42.962093 
524.955, 5.070709, 42.985687 
525.733, 5.073705, 43.013039 
526.533, 5.077478, 43.03355 
527.332, 5.082132, 43.062027 
528.13, 5.085935, 43.082317 
528.928, 5.090142, 43.113575 
529.73, 5.09371, 43.142353 
530.547, 5.097497, 43.169704 
531.326, 5.101464, 43.189091 
532.125, 5.105433, 43.214638 
532.942, 5.109818, 43.238831 
533.743, 5.114535, 43.2616 
534.542, 5.118544, 43.295563 
535.34, 5.122525, 43.318558 
536.139, 5.1261, 43.345306 
536.919, 5.130421, 43.362663 
537.718, 5.134039, 43.39257 
538.517, 5.138428, 43.414207 
539.317, 5.142214, 43.439758 
540.114, 5.145678, 43.467785 
540.914, 5.149447, 43.488297 
541.715, 5.15315, 43.521358 
542.512, 5.156752, 43.535934 
543.311, 5.160568, 43.561333 
544.109, 5.163985, 43.592743 
544.909, 5.168521, 43.612728 
545.708, 5.172291, 43.64053 
546.507, 5.17599, 43.669685 
547.286, 5.179783, 43.687416 
548.086, 5.183707, 43.717247 
548.884, 5.187598, 43.736034 
549.684, 5.19121, 43.765713 
550.483, 5.195541, 43.78878 
551.281, 5.199741, 43.815155 
552.08, 5.203684, 43.838223 
552.879, 5.207979, 43.861893 
553.679, 5.21136, 43.886688 
554.496, 5.214899, 43.906826 
555.295, 5.218673, 43.935154 
556.095, 5.222211, 43.95747 
556.894, 5.225379, 43.979786 
557.692, 5.229177, 44.011032 
558.492, 5.232371, 44.031742 
559.289, 5.236359, 44.05711 
560.09, 5.239694, 44.082474 
560.908, 5.242765, 44.098759 
561.705, 5.245402, 44.128551 
562.505, 5.249697, 44.152565 
563.323, 5.253432, 44.177628 
564.122, 5.25805, 44.205097 
564.92, 5.261635, 44.220028 
565.718, 5.264639, 44.250122 
566.496, 5.268204, 44.273987 
567.295, 5.271749, 44.299801 
568.097, 5.275893, 44.321487 
568.912, 5.279861, 44.34528 
569.71, 5.283706, 44.371017 
570.511, 5.287094, 44.389706 
571.327, 5.290385, 44.427074 
572.126, 5.29423, 44.439308 
572.927, 5.298368, 44.466999 
573.746, 5.302356, 44.490639 
574.562, 5.306624, 44.514053 
575.362, 5.310572, 44.539417 
576.18, 5.314397, 44.564781 
576.997, 5.318281, 44.584892 
577.797, 5.321963, 44.610859 
578.597, 5.325584, 44.634499 
579.413, 5.329542, 44.661137 
580.214, 5.333287, 44.677723 
581.013, 5.336058, 44.709091 
581.811, 5.338718, 44.730404 
582.608, 5.341536, 44.752991 
583.409, 5.345284, 44.780983 
584.207, 5.349162, 44.803871 
585.007, 5.353691, 44.823685 
585.805, 5.357362, 44.848072 
586.604, 5.36106, 44.874863 
587.403, 5.364727, 44.899029 
588.205, 5.367992, 44.911785 
589.02, 5.370933, 44.94413 
589.838, 5.374314, 44.962666 
590.64, 5.377706, 44.98893 
591.438, 5.381711, 45.009869 
592.237, 5.385658, 45.03981 
593.034, 5.389576, 45.054745 
593.835, 5.393291, 45.082962 
594.634, 5.396629, 45.099621 
595.433, 5.3998, 45.132641 
596.231, 5.403472, 45.155979 
597.031, 5.406948, 45.178116 
597.829, 5.410955, 45.197929 
598.628, 5.414844, 45.22517 
599.427, 5.418263, 45.244831 
600.227, 5.421107, 45.269295 
601.028, 5.424669, 45.29631 
601.824, 5.428009, 45.314171 
602.602, 5.430684, 45.338711 
603.403, 5.433904, 45.36145 
604.202, 5.437244, 45.382236 
604.981, 5.44111, 45.406326 
605.781, 5.444496, 45.423885 
606.579, 5.448315, 45.447376 
607.379, 5.451457, 45.470566 
608.177, 5.454539, 45.497807 
608.977, 5.458216, 45.517918 
609.775, 5.461628, 45.54118 
610.573, 5.465157, 45.568947 
611.392, 5.468077, 45.585831 
612.194, 5.47139, 45.613224 
613.012, 5.47474, 45.633186 
613.83, 5.478364, 45.6581 
614.63, 5.482117, 45.677761 
615.449, 5.486254, 45.706352 
616.266, 5.490162, 45.72789 
617.085, 5.493228, 45.753555 
617.902, 5.496181, 45.769989 
618.721, 5.499501, 45.794903 
619.523, 5.5025, 45.820118 
620.339, 5.505873, 45.840382 
621.16, 5.509639, 45.865444 
621.96, 5.513148, 45.886608 
622.758, 5.517, 45.913849 
623.558, 5.520366, 45.935535 
624.356, 5.523386, 45.9561 
625.135, 5.5261, 45.981316 
625.935, 5.529635, 46.000671 
626.731, 5.533497, 46.023773 
627.53, 5.537376, 46.051662 
628.331, 5.540776, 46.067139 
629.128, 5.544211, 46.094727 
629.907, 5.547386, 46.11581 
630.705, 5.550313, 46.127323 
631.506, 5.552988, 46.156105 
632.307, 5.556698, 46.180107 
633.123, 5.560206, 46.202461 
633.921, 5.563877, 46.222721 
634.72, 5.567779, 46.247318 
635.499, 5.571869, 46.269672 
636.3, 5.575513, 46.291428 
637.098, 5.578734, 46.315205 
637.895, 5.58173, 46.334492 
638.657, 5.584898, 46.357296 
639.455, 5.587864, 46.373966 
640.254, 5.59081, 46.397369 
641.053, 5.594107, 46.417778 
641.851, 5.597698, 46.442078 
642.65, 5.600908, 46.463535 
643.452, 5.603916, 46.485588 
644.268, 5.607172, 46.507347 
645.066, 5.610639, 46.528954 
645.866, 5.613538, 46.550484 
646.666, 5.616778, 46.576576 
647.485, 5.619578, 46.59766 
648.302, 5.623258, 46.618069 
649.119, 5.626512, 46.641769 
649.921, 5.630273, 46.667938 
650.737, 5.633441, 46.678852 
651.539, 5.636323, 46.713917 
652.354, 5.639528, 46.732906 
653.153, 5.642991, 46.752495 
653.951, 5.646424, 46.774403 
654.73, 5.649674, 46.796906 
655.529, 5.652524, 46.818287 
656.33, 5.655814, 46.835781 
657.147, 5.659307, 46.860901 
657.945, 5.662691, 46.877724 
658.763, 5.666259, 46.901276 
659.561, 5.669863, 46.924152 
660.34, 5.673598, 46.946957 
661.119, 5.677488, 46.967739 
661.917, 5.680813, 46.993759 
662.695, 5.684037, 47.013046 
663.494, 5.686395, 47.029793 
664.294, 5.689127, 47.055962 
665.092, 5.691701, 47.078762 
665.89, 5.69462, 47.103584 
666.688, 5.698283, 47.115696 
667.449, 5.701438, 47.141117 
669.442, 5.709191, 47.1936 
670.861, 5.715179, 47.233074 
671.6, 5.71794, 47.251766 
672.358, 5.720253, 47.272926 
673.118, 5.722568, 47.297447 
673.878, 5.725408, 47.306118 
674.674, 5.728432, 47.332958 
675.453, 5.73175, 47.348885 
676.231, 5.735053, 47.374306 
677.011, 5.738044, 47.397556 
677.81, 5.741005, 47.41946 
678.61, 5.74394, 47.438599 
679.409, 5.746626, 47.459534 
680.207, 5.749709, 47.480991 
681.006, 5.752933, 47.499535 
681.805, 5.756029, 47.522636 
682.604, 5.759105, 47.543194 
683.402, 5.762444, 47.560913 
684.18, 5.765723, 47.585587 
684.981, 5.768602, 47.60577 
685.78, 5.772344, 47.627975 
686.578, 5.776024, 47.648987 
687.358, 5.779612, 47.668724 
688.158, 5.782855, 47.690029 
688.955, 5.786144, 47.710514 
689.756, 5.789912, 47.728012 
690.556, 5.793474, 47.749691 
691.374, 5.797216, 47.773914 
692.173, 5.800954, 47.800529 
692.97, 5.804759, 47.814812 
693.731, 5.808257, 47.837166 
694.508, 5.811354, 47.855034 
695.287, 5.813722, 47.874695 
696.086, 5.815598, 47.893162 
696.886, 5.818119, 47.917908 
697.685, 5.820494, 47.938694 
698.483, 5.823474, 47.960224 
699.282, 5.82675, 47.980186 
700.081, 5.830086, 48.004612 
700.86, 5.833789, 48.02813 
701.64, 5.837131, 48.04837 
702.438, 5.840538, 48.061317 
703.237, 5.843853, 48.084457 
704.016, 5.846462, 48.107677 
704.815, 5.849403, 48.126575 
705.593, 5.852638, 48.14436 
706.314, 5.855566, 48.163261 
707.03, 5.858523, 48.184025 
711.143, 5.875271, 48.283363 
711.884, 5.878173, 48.305019 
712.623, 5.880883, 48.327122 
713.383, 5.883417, 48.343864 
714.164, 5.886811, 48.370056 
714.979, 5.89054, 48.386204 
715.741, 5.893475, 48.404064 
716.537, 5.896416, 48.42326 
717.337, 5.899578, 48.446926 
718.136, 5.902679, 48.469025 
718.936, 5.905789, 48.488075 
719.752, 5.909239, 48.503551 
720.531, 5.911858, 48.525059 
721.311, 5.914867, 48.546711 
722.11, 5.918108, 48.567921 
722.907, 5.921472, 48.584961 
723.687, 5.924338, 48.605721 
724.485, 5.92726, 48.622467 
725.264, 5.930243, 48.650372 
726.045, 5.933116, 48.670166 
726.863, 5.935292, 48.69405 
727.642, 5.938188, 48.706997 
728.4, 5.940536, 48.72657 
729.178, 5.943689, 48.751572 
729.958, 5.946864, 48.767719 
730.753, 5.950359, 48.788853 
731.515, 5.95359, 48.802097 
732.312, 5.956678, 48.824051 
733.111, 5.96002, 48.842209 
733.889, 5.963576, 48.871155 
734.669, 5.966954, 48.893253 
735.467, 5.970133, 48.903969 
736.267, 5.973133, 48.923912 
737.064, 5.976556, 48.942963 
737.863, 5.979705, 48.967815 
738.661, 5.982711, 48.985897 
739.461, 5.985747, 48.999218 
740.259, 5.988389, 49.0205 
741.058, 5.99131, 49.038658 
741.861, 5.994493, 49.06366 
742.676, 5.99772, 49.084496 
743.476, 6.001319, 49.10466 
744.274, 6.004819, 49.121109 
745.072, 6.007898, 49.1441 
745.809, 6.010685, 49.16806 
747.212, 6.016417, 49.200207 
747.93, 6.018629, 49.220894 
748.684, 6.021019, 49.235851 
749.446, 6.024104, 49.253712 
750.205, 6.027509, 49.276108 
750.986, 6.030491, 49.292854 
751.781, 6.033324, 49.311306 
752.561, 6.035882, 49.328644 
753.36, 6.03855, 49.349556 
754.158, 6.040789, 49.368309 
754.939, 6.044023, 49.390408 
755.718, 6.046254, 49.411095 
756.417, 6.049491, 49.426945 
757.117, 6.052693, 49.44421 
759.11, 6.060071, 49.489601 
759.827, 6.061978, 49.510509 
760.55, 6.064744, 49.524651 
761.306, 6.067224, 49.547344 
762.064, 6.069524, 49.568703 
762.824, 6.071927, 49.588943 
763.586, 6.074695, 49.602188 
764.362, 6.077848, 49.619453 
765.121, 6.080837, 49.640137 
765.902, 6.083443, 49.658443 
766.715, 6.086221, 49.682106 
767.496, 6.089378, 49.699593 
768.214, 6.092043, 49.718346 
769.589, 6.096076, 49.74625 
